brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Ford,2011,152000,Gasoline,Automatic,Brown,Beige,None reported,Yes,14000
Audi,2012,129567,Gasoline,Automatic,White,Black,None reported,Yes,7000
BMW,2019,36000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,41995
BMW,2009,92008,Gasoline,Automatic,White,Black,None reported,Yes,12500
Ford,1998,63900,Gasoline,Automatic,White,Gray,None reported,Yes,10300
Toyota,2012,150900,Gasoline,Automatic,Black,Gray,None reported,Yes,17500
Dodge,2019,43000,–,Manual,Green,Black,None reported,Yes,50000
Land,2018,38020,Gasoline,Automatic,White,Espresso,None reported,No,63998
Audi,2021,14750,Hybrid,Other,Silver,Black,None reported,Yes,61059
Subaru,2015,52500,Gasoline,Manual,Gray,Black,None reported,Yes,23000
Chevrolet,2017,207571,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
INFINITI,2020,39000,Gasoline,Automatic,Gray,Gray,None reported,Yes,29900
Porsche,2011,66000,Gasoline,Automatic,Black,Brown,None reported,No,28000
INFINITI,2017,93500,Gasoline,Automatic,Black,Black,None reported,Yes,16000
BMW,2018,7200,Gasoline,Automatic,Black,Black,None reported,Yes,64000
Maserati,2022,1220,Gasoline,Automatic,–,–,None reported,No,238900
Land,2023,8421,Hybrid,Automatic,Black,White,None reported,Yes,90000
BMW,2020,25520,Gasoline,Automatic,Brands Hatch Gray Metallic,Black,None reported,No,84900
Tesla,2020,30554,Electric,Automatic,Blue,Black,None reported,No,41999
Volvo,2023,17000,Electric,Automatic,Gray,Blue,None reported,Yes,54900
Mercedes-Benz,2011,41314,Gasoline,Other,Red,White,At least 1 accident or damage reported,Yes,30999
Land,2020,49899,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,64500
Ford,2012,186268,E85 Flex Fuel,Automatic,Blue,Black,None reported,Yes,4500
Lexus,2016,51335,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,25995
Porsche,2019,10400,Gasoline,Automatic,Gray,Black,None reported,Yes,99750
Mercedes-Benz,2020,20622,Gasoline,Automatic,designo Diamond White Metallic,Black,None reported,No,142998
RAM,2022,19376,Gasoline,Automatic,Bright White Clearcoat,Black,None reported,Yes,45861
Audi,2020,12245,Gasoline,Automatic,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,None reported,No,187900
Mitsubishi,2006,77000,Gasoline,Manual,Silver,Black,None reported,Yes,57000
Acura,2013,40000,Gasoline,Automatic,Blue,Gray,None reported,Yes,24000
Cadillac,2012,113000,Gasoline,Automatic,White,Beige,None reported,Yes,10000
Chevrolet,2022,7600,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,46000
Toyota,2022,20400,Hybrid,Variator,White,Gray,None reported,Yes,29900
Ford,2019,115000,Gasoline,Automatic,White,Gray,None reported,Yes,39000
Lexus,2012,239000,Hybrid,Automatic,Black,Black,None reported,Yes,7000
Jaguar,2014,62194,Gasoline,Automatic,Black,Black,None reported,No,32998
Jeep,2020,22138,Gasoline,Automatic,Black,Black,None reported,No,38598
Porsche,2017,48900,Gasoline,Other,Blue,Black,None reported,Yes,62500
Audi,2014,21800,Gasoline,Other,White,Black,None reported,Yes,117000
Lincoln,2016,68200,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16750
Chevrolet,2001,139000,Gasoline,Automatic,Red,Gray,None reported,Yes,7000
Mercedes-Benz,2021,76100,Gasoline,Automatic,Black,Black,None reported,Yes,130000
Lexus,2022,14330,Gasoline,Automatic,Black,Red,None reported,No,54998
BMW,2019,41906,Gasoline,Automatic,Blue,White,At least 1 accident or damage reported,Yes,45999
Chevrolet,2016,164000,Gasoline,Automatic,Black,Red,None reported,Yes,21500
Ford,2013,161933,Hybrid,Automatic,Blue,Charcoal Black,None reported,Yes,7945
Hyundai,2022,22829,Gasoline,Automatic,Hampton Gray,Black,None reported,No,34580
Lexus,2023,5483,Gasoline,Automatic,Ultra White,Black,None reported,No,59950
Land,2020,46891,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,31000
Chevrolet,2019,72000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,39000
Porsche,2020,3400,Gasoline,Manual,White,Black,None reported,Yes,129900
Chevrolet,2021,18000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,30000
Jeep,2021,30630,Gasoline,Automatic,Hydro Blue Pearlcoat,Black,None reported,No,39998
Toyota,2007,24985,Gasoline,Automatic,Silver,Silver,None reported,No,33580
GMC,2023,9978,Gasoline,Automatic,White,Gold,None reported,Yes,93999
Ford,2018,18500,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,77999
Cadillac,2021,72843,Gasoline,Automatic,Sandstone Metallic,Dark Auburn,None reported,Yes,79990
Buick,2017,67500,Gasoline,Automatic,Black,Beige,None reported,Yes,20000
Tesla,2020,43534,Electric,Automatic,Black,Black,None reported,Yes,65990
Mercedes-Benz,2017,36900,Gasoline,Automatic,Gray,Beige,None reported,Yes,28500
Chevrolet,2017,61720,E85 Flex Fuel,Automatic,Silver,Jet Black,At least 1 accident or damage reported,No,39998
Kia,2022,35938,Gasoline,Automatic,Glacial White Pearl,Black,None reported,No,43329
Toyota,2023,10748,Hybrid,Automatic,Midnight Black Metallic,Black,None reported,No,63100
Audi,2023,4457,Gasoline,Automatic,Mythos Black Metallic,Black,None reported,No,107900
Nissan,2018,108206,Gasoline,Automatic,White,Charcoal,At least 1 accident or damage reported,No,26498
Land,2020,32705,Diesel,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,No,46598
Kia,2020,74026,Gasoline,Automatic,Sangria Red,Black,None reported,No,32913
Lexus,2020,24651,Gasoline,Automatic,Ultra White,Black,None reported,No,45950
BMW,2022,13000,Hybrid,Other,Gray,Orange,None reported,Yes,69000
Land,2023,11700,Hybrid,Other,Gray,White,None reported,Yes,133500
Chevrolet,2015,77500,Diesel,Automatic,Black,Brown,None reported,Yes,54000
Maserati,2007,82000,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,7999
Dodge,2017,1389,Gasoline,Manual,Black,Black,None reported,Yes,489995
Ford,2021,29830,Gasoline,Automatic,Magnetic Metallic,Ebony,None reported,No,55329
Mazda,2016,83100,–,Automatic,White,White,None reported,Yes,17800
Kia,2019,62660,Gasoline,Automatic,White,Black,None reported,Yes,16500
Land,2018,56006,Gasoline,Other,Silver,White,None reported,Yes,59000
Lexus,2021,31365,Hybrid,Other,Beige,Red,None reported,No,52998
Lincoln,2004,27600,Gasoline,Automatic,Black,White,None reported,Yes,14900
Honda,2012,47245,Gasoline,Manual,White,Black,None reported,Yes,19600
Lexus,2017,73948,Hybrid,Automatic,White,Beige,None reported,Yes,31990
RAM,2019,36757,E85 Flex Fuel,Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,31953
Tesla,2023,4786,Electric,Automatic,White,White,None reported,Yes,48000
Audi,2023,1900,Gasoline,Other,Gray,Black,None reported,Yes,78900
Hyundai,2014,52060,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,15000
Porsche,2008,58000,Gasoline,Manual,Silver,Black,None reported,Yes,41500
Ford,2010,52246,Diesel,Manual,Tan,Medium Stone,None reported,Yes,26095
Kia,2016,64290,Gasoline,Automatic,Snow White Pearl,Satin Black,None reported,No,16999
Nissan,2009,37500,Gasoline,Manual,Silver,Orange,None reported,Yes,21500
Genesis,2023,2121,Gasoline,Automatic,White,Red,None reported,Yes,40750
Land,2013,57000,Gasoline,Other,White,Beige,None reported,Yes,26000
Mercedes-Benz,2020,22000,Gasoline,Automatic,White,Beige,None reported,Yes,69500
Ford,2023,2000,Gasoline,Automatic,Black,Black,None reported,Yes,66500
RAM,2018,61802,E85 Flex Fuel,Automatic,Black,Gray,None reported,Yes,32000
Dodge,2010,73000,–,Automatic,Black,Black,None reported,Yes,17500
Chevrolet,2013,110000,–,Automatic,Gray,Black,None reported,Yes,7500
Jeep,2013,106700,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,13500
Audi,2013,75965,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,35999
Jeep,2022,31804,Gasoline,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,48995
Mazda,1992,125800,–,Manual,Red,Black,None reported,Yes,11500
Chrysler,2005,116320,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,6000
Audi,2011,156875,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,9900
Tesla,2023,197,Electric,Automatic,Blue,Black,None reported,Yes,85000
Cadillac,2020,35200,Gasoline,Automatic,Blue,Black,None reported,Yes,28500
Maserati,2014,76000,Gasoline,Automatic,Black,Black,None reported,Yes,19000
Jaguar,2019,29000,Gasoline,Automatic,White,Black,None reported,Yes,34500
BMW,2019,33499,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,44495
Acura,2019,25779,Gasoline,Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,No,30999
GMC,2015,76296,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,9500
BMW,2014,29553,Electric,Automatic,Black,Gray,None reported,Yes,12800
Nissan,2011,109902,Gasoline,Automatic,Blue,Gray,None reported,Yes,4500
Mercedes-Benz,2019,23083,Gasoline,Automatic,White,Beige,None reported,Yes,33500
Toyota,2003,143600,Gasoline,Manual,Black,Black,None reported,Yes,4199
RAM,2021,22000,Gasoline,Automatic,Black,Black,None reported,Yes,54800
Mercedes-Benz,2022,13000,Hybrid,Automatic,Silver,Black,None reported,Yes,81500
Audi,2018,53000,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,28000
Lincoln,2019,44741,Gasoline,Automatic,Beige,Beige,None reported,Yes,52999
Audi,2008,202000,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,5700
Chevrolet,2006,215000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,6995
Mercedes-Benz,2019,77138,Gasoline,Automatic,designo Diamond White,Black,None reported,No,49998
Volvo,2018,90641,Gasoline,Automatic,White,Amber,None reported,No,25999
Toyota,2011,177702,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,7700
Mercedes-Benz,2018,58350,Gasoline,Automatic,Black,Black,None reported,Yes,29497
Chevrolet,2010,86170,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17000
Mazda,2012,36568,Gasoline,Manual,Blue,Beige,At least 1 accident or damage reported,Yes,20199
Ford,2015,54357,Gasoline,Automatic,White,Gray,None reported,Yes,16250
Mercedes-Benz,2015,20394,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,No,59598
Kia,2023,7578,Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,No,31113
Porsche,2010,64800,Gasoline,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,20900
Toyota,2016,117780,Gasoline,Automatic,Gray,Black,None reported,Yes,27750
Hyundai,2019,33100,Electric,Automatic,Black,Black,None reported,Yes,18200
Land,2016,86202,Gasoline,Automatic,Black,Black,None reported,Yes,18750
Ford,2012,163000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,19550
Mercedes-Benz,2004,35400,Gasoline,Automatic,Black,Gray,None reported,Yes,24900
Jeep,2018,31000,Gasoline,Automatic,Gray,Black,None reported,Yes,22000
Mercedes-Benz,2018,103069,Gasoline,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,No,40998
Mercedes-Benz,2021,22480,Gasoline,Automatic,White,Brown,None reported,Yes,135800
Tesla,2016,91000,Electric,Automatic,Silver,White,None reported,Yes,39500
Lexus,2010,41500,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,44800
BMW,2010,91545,Gasoline,Automatic,Black,Black,None reported,Yes,13000
Audi,2022,4100,Hybrid,Automatic,Blue,Black,None reported,Yes,162500
Buick,2006,110000,Gasoline,Automatic,Gold,Beige,None reported,Yes,5000
Lincoln,2016,88000,Gasoline,Other,Black,Black,None reported,Yes,18500
Nissan,2018,42833,Gasoline,Other,Blue,Gray,None reported,Yes,37000
Porsche,2020,23278,Gasoline,Automatic,Blue,–,None reported,No,114998
Mercedes-Benz,1993,106983,–,Automatic,White,Gray,None reported,Yes,15300
BMW,2015,60100,Gasoline,Automatic,Blue,Beige,None reported,Yes,24995
Jeep,2022,17381,Gasoline,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685
Cadillac,2013,63172,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12995
Ford,2010,72000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,10900
Kia,2022,4820,Electric,Automatic,Red,Black,None reported,Yes,47500
Audi,2014,67900,Gasoline,Manual,Silver,Black,None reported,No,25990
Toyota,2018,51000,Gasoline,Automatic,Black,Gray,None reported,Yes,38000
Jeep,2013,54500,Gasoline,Automatic,Green,Black,None reported,Yes,35000
Maserati,2006,61840,Gasoline,Other,Gray,Beige,None reported,Yes,16500
Mercedes-Benz,2006,28950,Gasoline,Automatic,Blue,Beige,None reported,No,16750
GMC,2002,300000,Diesel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,5000
Nissan,2011,103400,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,17000
BMW,2023,816,Gasoline,Automatic,Alpine White,Black,None reported,No,109900
Porsche,2016,719,Gasoline,Manual,White,Black / Brown,None reported,Yes,489000
Land,2023,3678,Hybrid,Automatic,Fuji White,Black,None reported,No,81998
Ford,2016,107000,E85 Flex Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,22000
BMW,2022,5018,Gasoline,Automatic,–,Sakhir Orange/Black,None reported,No,114998
Porsche,2010,13850,Gasoline,Manual,Black,Black,None reported,Yes,71400
Volvo,2008,46700,Gasoline,Automatic,White,Beige,None reported,No,11400
Chrysler,2021,21478,Gasoline,Automatic,Silver Mist,Black,None reported,No,27798
Honda,2020,64200,Hybrid,Variator,White,Black,At least 1 accident or damage reported,Yes,20499
Porsche,2006,31075,Gasoline,Automatic,Black,Black / Stone Grey,None reported,Yes,36250
Tesla,2022,25250,Electric,Automatic,White,White,None reported,Yes,47800
BMW,2020,35400,Gasoline,Automatic,Orange,Black,None reported,Yes,71950
Audi,2004,74030,Gasoline,Manual,Silver,Gray,None reported,Yes,16000
Ford,2021,48549,Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,No,69998
Kia,2023,5182,Gasoline,Automatic,White,Black,None reported,Yes,32500
RAM,2019,31681,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,33500
BMW,2020,23430,Gasoline,Automatic,White,Black,None reported,No,80998
Mercedes-Benz,2015,30300,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,29000
Cadillac,2016,112000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,14599
INFINITI,2014,127356,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19990
Volkswagen,2017,50600,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,28890
Chevrolet,2011,194000,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,9950
Toyota,2021,33455,Gasoline,Automatic,Green,Black,None reported,Yes,44750
BMW,2022,43000,Gasoline,Automatic,Gray,Black,None reported,Yes,35750
Mercedes-Benz,2016,46102,Gasoline,Automatic,Black,Beige,None reported,Yes,35300
Cadillac,2019,59000,Gasoline,Automatic,Black,Black,None reported,Yes,21000
Jaguar,2004,134000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,9500
Chevrolet,2020,3715,Gasoline,Automatic,Black,Black,None reported,Yes,150000
Mercedes-Benz,2012,100245,Diesel,Automatic,White,–,At least 1 accident or damage reported,Yes,24000
Mercedes-Benz,2022,8583,Gasoline,Automatic,Cirrus Silver Metallic,AMG Black,None reported,No,42999
Dodge,2003,141800,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,5700
Audi,2012,77000,Gasoline,Automatic,White,Black,None reported,Yes,13800
Audi,2018,67035,Gasoline,Other,Pink,Brown,At least 1 accident or damage reported,Yes,31500
Audi,2012,61450,Gasoline,Automatic,White,Gray,None reported,Yes,19500
Porsche,2015,39500,Gasoline,Other,Black,Black,None reported,Yes,52590
Mercedes-Benz,2020,6600,Gasoline,Other,Black,Beige,None reported,Yes,128900
Chevrolet,2023,2300,Gasoline,Manual,Red,Black,None reported,Yes,51500
Audi,2023,10601,Hybrid,Automatic,Mythos Black,Black,None reported,No,61998
Maserati,2018,18000,Gasoline,Other,Red,Black,None reported,Yes,67000
GMC,2022,31681,Gasoline,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,No,67963
Cadillac,2020,24114,Gasoline,Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,No,49427
Jeep,2022,22109,Gasoline,Automatic,Bright White Clearcoat,Global Black,None reported,No,43389
Chevrolet,2012,148000,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,18000
BMW,2018,41000,Gasoline,Other,White,White,None reported,Yes,60200
Nissan,2009,127600,E85 Flex Fuel,Automatic,Brown,Gray,None reported,Yes,19500
Dodge,2005,138450,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,19000
GMC,2013,230000,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,15500
Lexus,2017,53649,Gasoline,Automatic,Black,Red,None reported,Yes,33000
Mercedes-Benz,2012,174000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11999
INFINITI,2022,49860,Gasoline,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,47645
Mercedes-Benz,2021,13650,Gasoline,Automatic,Blue,Black,None reported,Yes,75000
BMW,2016,134000,Gasoline,Automatic,Brown,Brown,At least 1 accident or damage reported,Yes,13500
Porsche,2014,78000,Gasoline,Other,Brown,Brown,None reported,Yes,68000
Porsche,2005,65750,Gasoline,Automatic,Blue,Gray,None reported,Yes,21750
BMW,2021,18000,Gasoline,Automatic,Black,Black,None reported,Yes,94000
Ford,2007,121630,Gasoline,Automatic,White,Black,None reported,Yes,9450
Rivian,2023,4500,Electric,Automatic,Silver,Gray,None reported,Yes,89999
Volvo,2022,9408,Hybrid,Automatic,Black,Gray,None reported,No,61999
BMW,2016,120000,Gasoline,Automatic,White,White,None reported,Yes,16000
Cadillac,2016,168600,Gasoline,Automatic,White,Beige,None reported,Yes,29500
Chevrolet,2004,43705,Gasoline,Manual,Gray,Black,None reported,Yes,25900
Audi,2013,111000,Gasoline,Other,Blue,Beige,None reported,Yes,11500
Audi,2012,64549,Gasoline,Other,Silver,Black,None reported,Yes,17000
Buick,2007,53000,Gasoline,Automatic,Red,Gray,None reported,Yes,6500
Chevrolet,2017,13465,Gasoline,Automatic,White,Black,None reported,Yes,44900
Tesla,2023,5844,Electric,Automatic,White,Black,None reported,Yes,52000
BMW,2015,74000,Gasoline,Manual,Gray,Black,None reported,Yes,40000
Kia,2011,100331,Gasoline,Automatic,Red,–,At least 1 accident or damage reported,Yes,6900
Toyota,2022,24850,Gasoline,Automatic,Black,Black,None reported,Yes,53568
Lincoln,2021,17467,Gasoline,Automatic,Pristine White,Slate,None reported,No,43860
Nissan,2015,115000,Gasoline,Automatic,Gray,Black,None reported,Yes,11995
BMW,2015,72000,Gasoline,Other,Black,Brown,At least 1 accident or damage reported,Yes,26500
Mazda,2008,162000,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,6500
GMC,2017,47589,Gasoline,Automatic,Black,Black,None reported,Yes,45500
Toyota,2023,6548,Electric,Automatic,Wind Chill Pearl,Black,None reported,No,41999
